"idade";"escolaridade";"anos_estudo";"estado_civil";"raca";"sexo";"salario";"classe_trabalho";"qtde_filhos";"UF";"região"
46;"Ensino Fundamental Completo";6;"Solteiro";"Negro";"Masculino";1100;"Funcionário Setor Privado";2;"RR";"Norte"
30;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2009;"Funcionário Setor Privado";2;"PA";"Norte"
39;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"AP";"Norte"
40;"Ensino Fundamental Completo";6;"Divorciado";"Indígena";"Masculino";1100;"Funcionário Setor Privado";5;"TO";"Norte"
70;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";3717;"Aposentado";2;"MA";"Nordeste"
35;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2709;"Funcionário Setor Privado";5;"PI";"Nordeste"
49;"Mestrado";14;"Divorciado";"Branco";"Feminino";9991;"Funcionário Setor Privado";3;"CE";"Nordeste"
24;"Ensino Médio Completo";11;"Solteiro";"Branco";"Masculino";3380;"Funcionário Setor Privado";4;"RN";"Nordeste"
40;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";3924;"Funcionário Setor Privado";4;"PB";"Nordeste"
61;"Mestrado";15;"Casado";"Branco";"Masculino";6973;"Funcionário Setor Privado";0;"PE";"Nordeste"
25;"Ensino Médio Completo";13;"Solteiro";"Pardo";"Masculino";2679;"Funcionário Setor Privado";4;"AL";"Nordeste"
28;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";19151;"Empresário";2;"SE";"Nordeste"
69;"Mestrado";14;"Casado";"Branco";"Masculino";5769;"Aposentado";0;"BA";"Nordeste"
22;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3756;"Funcionário Setor Privado";3;"MG";"Sudeste"
47;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"ES";"Sudeste"
38;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"RJ";"Sudeste"
26;"Ensino Médio Completo";11;"Solteiro";"Branco";"Feminino";3033;"Funcionário Setor Privado";4;"SP";"Sudeste"
17;"Ensino Médio Incompleto";7;"Solteiro";"Pardo";"Feminino";1100;"Menor Aprendiz";1;"PR";"Sul"
33;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2364;"Autônomo";2;"SC";"Sul"
43;"Ensino Médio Incompleto";9;"União Estável";"Branco";"Masculino";1100;"Autônomo";0;"RS";"Sul"
58;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";3762;"Funcionário Setor Privado";2;"MS";"Centro-Oeste"
53;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";3570;"MEI";0;"MT";"Centro-Oeste"
26;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"GO";"Centro-Oeste"
43;"Ensino Médio Completo";13;"Casado";"Negro";"Masculino";16815;"Empresário";5;"DF";"Centro-Oeste"
31;"Ensino Fundamental Completo";6;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"RO";"Norte"
30;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"AC";"Norte"
25;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"AM";"Norte"
57;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1110;"Funcionário Público";0;"RR";"Norte"
37;"Mestrado";14;"Divorciado";"Branco";"Masculino";10122;"Funcionário Setor Privado";4;"PA";"Norte"
32;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3372;"Funcionário Setor Privado";0;"AP";"Norte"
26;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"TO";"Norte"
45;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"MA";"Nordeste"
53;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1735;"Servidor Público";3;"PI";"Nordeste"
27;"Ensino Médio Incompleto";9;"Solteiro";"Indígena";"Masculino";1100;"Funcionário Setor Privado";3;"CE";"Nordeste"
28;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";6166;"MEI";2;"RN";"Nordeste"
32;"Ensino Médio Incompleto";7;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"PB";"Nordeste"
35;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";3205;"Funcionário Setor Privado";4;"PE";"Nordeste"
36;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2644;"Autônomo";2;"AL";"Nordeste"
19;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3735;"Funcionário Setor Privado";1;"SE";"Nordeste"
37;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3018;"MEI";5;"BA";"Nordeste"
49;"Ensino Médio Completo";10;"Divorciado";"Branco";"Masculino";3606;"Funcionário Setor Privado";2;"MG";"Sudeste"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3649;"Funcionário Setor Privado";2;"ES";"Sudeste"
64;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";5584;"MEI";3;"RJ";"Sudeste"
60;"Mestrado";14;"Casado";"Branco";"Masculino";2;"Não Informado";3;"SP";"Sudeste"
32;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";2247;"Funcionário Setor Privado";3;"PR";"Sul"
58;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1578;"Servidor Público";4;"SC";"Sul"
42;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"RS";"Sul"
20;"Ensino Médio Completo";10;"Solteiro";"Negro";"Feminino";2203;"Funcionário Setor Privado";2;"MS";"Centro-Oeste"
42;"Ensino Médio Completo";10;"Casado";"Negro";"Masculino";4424;"Servidor Público";5;"MT";"Centro-Oeste"
25;"Ensino Médio Completo";10;"União Estável";"Negro";"Masculino";2819;"Funcionário Setor Privado";4;"GO";"Centro-Oeste"
30;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";2937;"Autônomo";2;"DF";"Centro-Oeste"
37;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3808;"MEI";3;"RO";"Norte"
66;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";4673;"Aposentado";3;"AC";"Norte"
59;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";6435;"MEI";4;"AM";"Norte"
44;"Ensino Médio Completo";13;"Divorciado";"Pardo";"Masculino";3613;"Funcionário Setor Privado";0;"RR";"Norte"
46;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"PA";"Norte"
59;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";3418;"Funcionário Setor Privado";2;"AP";"Norte"
25;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2726;"Funcionário Setor Privado";5;"TO";"Norte"
17;"Ensino Fundamental Completo";5;"Solteiro";"Negro";"Masculino";1100;"Menor Aprendiz";2;"MA";"Nordeste"
47;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";16161;"Empresário";0;"PI";"Nordeste"
47;"Ensino Fundamental Completo";5;"Divorciado";"Branco";"Feminino";1773;"Servidor Público";2;"CE";"Nordeste"
30;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";2437;"Funcionário Setor Privado";4;"RN";"Nordeste"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3163;"Funcionário Setor Privado";1;"PB";"Nordeste"
26;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";16988;"Empresário";3;"PE";"Nordeste"
20;"Ensino Médio Completo";10;"Solteiro";"Negro";"Masculino";2360;"Funcionário Setor Privado";1;"AL";"Nordeste"
33;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"SE";"Nordeste"
48;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"BA";"Nordeste"
52;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3046;"Funcionário Setor Privado";4;"MG";"Sudeste"
37;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"ES";"Sudeste"
47;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";0;"RJ";"Sudeste"
40;"Ensino Fundamental Completo";6;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"SP";"Sudeste"
48;"Mestrado";14;"Divorciado";"Branco";"Feminino";8935;"Funcionário Setor Privado";2;"PR";"Sul"
49;"Ensino Fundamental Completo";6;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";3;"SC";"Sul"
50;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3584;"Funcionário Setor Privado";5;"RS";"Sul"
30;"Ensino Médio Completo";12;"Solteiro";"Branco";"Feminino";2371;"Funcionário Setor Privado";2;"MS";"Centro-Oeste"
34;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2458;"Funcionário Setor Privado";3;"MT";"Centro-Oeste"
43;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"GO";"Centro-Oeste"
22;"Ensino Fundamental Completo";6;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"DF";"Centro-Oeste"
35;"Ensino Médio Incompleto";9;"Separado";"Negro";"Masculino";1100;"Funcionário Setor Privado";3;"RO";"Norte"
26;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1868;"Servidor Público";2;"AC";"Norte"
62;"Mestrado";15;"Casado";"Branco";"Masculino";9434;"Funcionário Setor Privado";0;"AM";"Norte"
39;"Ensino Médio Incompleto";9;"Separado";"Branco";"Masculino";13735;"Empresário";4;"RR";"Norte"
59;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";11876;"Empresário";0;"PA";"Norte"
69;"Ensino Fundamental Incompleto";3;"Divorciado";"Branco";"Masculino";4699;"Aposentado";5;"AP";"Norte"
27;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3618;"Funcionário Setor Privado";4;"TO";"Norte"
17;"Ensino Fundamental Completo";6;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";0;"MA";"Nordeste"
38;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2678;"Funcionário Setor Privado";2;"PI";"Nordeste"
41;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3186;"Funcionário Setor Privado";0;"CE";"Nordeste"
27;"Ensino Fundamental Completo";6;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"RN";"Nordeste"
23;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"PB";"Nordeste"
17;"Ensino Fundamental Completo";6;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";0;"PE";"Nordeste"
56;"Ensino Fundamental Incompleto";4;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"AL";"Nordeste"
24;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3842;"Funcionário Setor Privado";4;"SE";"Nordeste"
62;"Doutorado";16;"Casado";"Branco";"Masculino";13240;"Funcionário Setor Privado";3;"BA";"Nordeste"
44;"Ensino Médio Incompleto";8;"Divorciado";"Negro";"Masculino";1100;"Funcionário Setor Privado";5;"MG";"Sudeste"
23;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3667;"Funcionário Setor Privado";0;"ES";"Sudeste"
41;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Autônomo";1;"RJ";"Sudeste"
25;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SP";"Sudeste"
21;"Ensino Médio Completo";10;"Solteiro";"Negro";"Feminino";3647;"Funcionário Setor Privado";2;"PR";"Sul"
18;"Ensino Médio Incompleto";8;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"SC";"Sul"
45;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2798;"Funcionário Setor Privado";1;"RS";"Sul"
75;"Ensino Médio Completo";13;"Viúvo";"Branco";"Feminino";1912;"Aposentado";4;"MS";"Centro-Oeste"
51;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"MT";"Centro-Oeste"
42;"Ensino Médio Incompleto";9;"Separado";"Negro";"Feminino";1482;"Funcionário Público";0;"GO";"Centro-Oeste"
47;"Ensino Médio Completo";10;"Solteiro";"Negro";"Feminino";2049;"Funcionário Setor Privado";0;"DF";"Centro-Oeste"
29;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3182;"Funcionário Setor Privado";3;"RO";"Norte"
33;"Ensino Médio Incompleto";7;"Solteiro";"Negro";"Masculino";1100;"Funcionário Setor Privado";3;"AC";"Norte"
43;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";6198;"Empresário";5;"AM";"Norte"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2060;"Não Informado";2;"RR";"Norte"
19;"Ensino Médio Completo";13;"Solteiro";"Negro";"Feminino";3359;"Não Informado";2;"PA";"Norte"
44;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";3979;"Funcionário Setor Privado";5;"AP";"Norte"
24;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3295;"Funcionário Setor Privado";4;"TO";"Norte"
19;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3881;"Funcionário Setor Privado";1;"MA";"Nordeste"
49;"Ensino Fundamental Completo";6;"Separado";"Branco";"Masculino";1100;"Não Informado";3;"PI";"Nordeste"
52;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";3103;"Funcionário Setor Privado";4;"CE";"Nordeste"
38;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Autônomo";3;"RN";"Nordeste"
24;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";5613;"Servidor Público";2;"PB";"Nordeste"
32;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";18643;"Empresário";5;"PE";"Nordeste"
72;"Ensino Médio Incompleto";9;"Viúvo";"Branco";"Feminino";5824;"Aposentado";3;"AL";"Nordeste"
26;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SE";"Nordeste"
31;"Ensino Médio Completo";13;"Solteiro";"Pardo";"Masculino";3450;"Funcionário Setor Privado";4;"BA";"Nordeste"
29;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3951;"Funcionário Setor Privado";1;"MG";"Sudeste"
39;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"ES";"Sudeste"
48;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";5;"RJ";"Sudeste"
40;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3814;"Funcionário Setor Privado";4;"SP";"Sudeste"
51;"Ensino Médio Completo";10;"Divorciado";"Branco";"Masculino";2461;"Funcionário Setor Privado";3;"PR";"Sul"
28;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Autônomo";3;"SC";"Sul"
22;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"RS";"Sul"
23;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2835;"Funcionário Setor Privado";2;"MS";"Centro-Oeste"
65;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3893;"Funcionário Setor Privado";2;"MT";"Centro-Oeste"
26;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";4566;"Empresário";0;"GO";"Centro-Oeste"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3345;"Não Informado";2;"DF";"Centro-Oeste"
55;"Mestrado";14;"Casado";"Branco";"Masculino";6012;"Funcionário Setor Privado";5;"RO";"Norte"
38;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3899;"Autônomo";1;"AC";"Norte"
33;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"AM";"Norte"
33;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";14812;"Empresário";3;"RR";"Norte"
37;"Ensino Médio Completo";13;"Solteiro";"Negro";"Feminino";2485;"Funcionário Setor Privado";2;"PA";"Norte"
19;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"AP";"Norte"
24;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2648;"Funcionário Setor Privado";2;"TO";"Norte"
30;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"MA";"Nordeste"
57;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1347;"Servidor Público";0;"PI";"Nordeste"
22;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";5753;"Servidor Público";4;"CE";"Nordeste"
57;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";5;"RN";"Nordeste"
46;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1594;"Servidor Público";1;"PB";"Nordeste"
67;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1338;"Aposentado";0;"PE";"Nordeste"
35;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Feminino";1100;"Não Informado";0;"AL";"Nordeste"
47;"Ensino Médio Incompleto";9;"Separado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"SE";"Nordeste"
39;"Ensino Fundamental Completo";6;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"BA";"Nordeste"
50;"Ensino Médio Completo";10;"Divorciado";"Pardo";"Masculino";2578;"Funcionário Setor Privado";1;"MG";"Sudeste"
58;"Ensino Médio Incompleto";8;"Divorciado";"Branco";"Feminino";1100;"Autônomo";0;"ES";"Sudeste"
36;"Ensino Médio Completo";12;"Casado";"Branco";"Feminino";3733;"Funcionário Setor Privado";4;"RJ";"Sudeste"
45;"Mestrado";14;"Casado";"Branco";"Masculino";8844;"Funcionário Setor Privado";5;"SP";"Sudeste"
54;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"PR";"Sul"
26;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2018;"Funcionário Setor Privado";3;"SC";"Sul"
60;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"RS";"Sul"
46;"Mestrado";15;"Casado";"Branco";"Masculino";9667;"Funcionário Setor Privado";4;"MS";"Centro-Oeste"
26;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";3287;"Funcionário Setor Privado";0;"MT";"Centro-Oeste"
32;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"GO";"Centro-Oeste"
38;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";8030;"Empresário";2;"DF";"Centro-Oeste"
48;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3025;"Autônomo";3;"RO";"Norte"
44;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";5;"AC";"Norte"
37;"Ensino Médio Incompleto";9;"Solteiro";"Pardo";"Feminino";1100;"Funcionário Setor Privado";1;"AM";"Norte"
44;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2974;"Funcionário Setor Privado";5;"RR";"Norte"
31;"Ensino Médio Incompleto";9;"Solteiro";"Amarelo";"Feminino";1100;"Funcionário Setor Privado";5;"PA";"Norte"
61;"Mestrado";15;"Casado";"Branco";"Masculino";7985;"Autônomo";1;"AP";"Norte"
51;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"TO";"Norte"
52;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";2411;"Funcionário Setor Privado";5;"MA";"Nordeste"
45;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"PI";"Nordeste"
36;"Ensino Médio Completo";12;"Casado";"Negro";"Feminino";2027;"Não Informado";5;"CE";"Nordeste"
39;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"RN";"Nordeste"
67;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";3396;"Aposentado";4;"PB";"Nordeste"
40;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";4842;"Servidor Público";5;"PE";"Nordeste"
27;"Ensino Fundamental Incompleto";3;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"AL";"Nordeste"
37;"Ensino Fundamental Incompleto";2;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"SE";"Nordeste"
57;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2391;"Funcionário Setor Privado";1;"BA";"Nordeste"
27;"Ensino Fundamental Completo";6;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"MG";"Sudeste"
28;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"ES";"Sudeste"
34;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";4231;"MEI";3;"RJ";"Sudeste"
54;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"SP";"Sudeste"
52;"Ensino Médio Incompleto";9;"Divorciado";"Negro";"Feminino";1100;"Funcionário Setor Privado";2;"PR";"Sul"
42;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3705;"Funcionário Setor Privado";0;"SC";"Sul"
48;"Mestrado";14;"Casado";"Branco";"Masculino";10029;"Funcionário Setor Privado";3;"RS";"Sul"
65;"Mestrado";14;"Casado";"Branco";"Masculino";7545;"Servidor Público";4;"MS";"Centro-Oeste"
55;"Mestrado";15;"Casado";"Branco";"Feminino";7606;"Autônomo";3;"MT";"Centro-Oeste"
71;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";4564;"Aposentado";2;"GO";"Centro-Oeste"
33;"Ensino Médio Completo";10;"Casado";"Negro";"Masculino";3752;"Funcionário Setor Privado";1;"DF";"Centro-Oeste"
30;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"RO";"Norte"
35;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2784;"Funcionário Setor Privado";5;"AC";"Norte"
59;"Ensino Fundamental Completo";6;"Divorciado";"Negro";"Feminino";1100;"Funcionário Setor Privado";3;"AM";"Norte"
